customer_id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
63045,6,0,500mb,heavy,98,2025-05-01,Fiber,Foolproof Followers
79985,2,0,500mb,light,59,2016-09-13,Fiber,Peak Performers
50995,4,0,2Gig,light,117,2022-11-08,Fiber,Settled Simplifiers
33444,6,0,1Gig,medium,41,2017-09-25,Fiber,Peak Performers
92365,1,0,2Gig,light,118,2023-11-13,Fiber,Settled Simplifiers
14334,1,0,1Gig,heavy,108,2024-06-14,Fiber,Foolproof Followers
16855,8,0,Copper,medium,82,2024-09-08,Copper,Peak Performers
70647,3,0,500mb,medium,119,2024-05-04,Fiber,Foolproof Followers
92325,6,0,Copper,light,30,2017-04-08,Copper,Foolproof Followers
89073,7,0,1Gig,medium,4,2016-02-12,Fiber,Foolproof Followers
19270,5,0,1Gig,medium,82,2024-10-23,Fiber,Peak Performers
11415,2,0,2Gig,heavy,9,2017-12-18,Fiber,Budget Balancers
49661,2,0,500mb,light,84,2025-01-10,Fiber,Settled Simplifiers
53794,1,0,1Gig,heavy,53,2022-12-17,Fiber,Settled Simplifiers
13931,8,0,1Gig,medium,96,2024-03-05,Fiber,Settled Simplifiers
80050,9,0,1Gig,heavy,43,2022-07-17,Fiber,Peak Performers
56557,6,0,500mb,light,83,2024-07-07,Fiber,Settled Simplifiers
59382,1,0,Copper,medium,29,2019-07-09,Copper,Peak Performers
87030,3,0,1Gig,medium,90,2021-07-07,Fiber,Aspirational Adopters
68366,7,0,500mb,heavy,100,2017-07-11,Fiber,Settled Simplifiers
71285,9,0,1Gig,medium,79,2017-08-27,Fiber,Settled Simplifiers
41868,2,0,500mb,medium,2,2022-11-14,Fiber,Foolproof Followers
57097,1,0,500mb,light,20,2018-02-25,Fiber,Peak Performers
43002,10,0,1Gig,heavy,51,2019-08-30,Fiber,Settled Simplifiers
6895,5,0,2Gig,light,117,2019-09-18,Fiber,Budget Balancers
98768,7,0,500mb,heavy,57,2018-04-08,Fiber,Peak Performers
77956,4,0,1Gig,medium,71,2018-04-10,Fiber,Aspirational Adopters
45820,8,0,Copper,medium,65,2023-12-01,Copper,Foolproof Followers
512,3,0,1Gig,light,109,2020-08-28,Fiber,Settled Simplifiers
901,7,0,2Gig,medium,62,2023-07-24,Fiber,Foolproof Followers
77432,7,0,2Gig,medium,15,2016-02-27,Fiber,Budget Balancers
45711,4,0,2Gig,medium,15,2023-04-24,Fiber,Budget Balancers
37703,3,0,2Gig,medium,20,2023-05-15,Fiber,Settled Simplifiers
26140,9,0,2Gig,medium,78,2019-10-02,Fiber,Aspirational Adopters
20985,6,1,2Gig,heavy,26,2018-06-16,Fiber,Settled Simplifiers
68989,9,0,1Gig,medium,109,2020-06-12,Fiber,Foolproof Followers
76950,10,0,1Gig,heavy,2,2023-01-07,Fiber,Peak Performers
29918,3,0,1Gig,heavy,13,2025-08-17,Fiber,Peak Performers
57202,9,0,1Gig,light,64,2024-11-30,Fiber,Settled Simplifiers
95734,1,0,500mb,medium,22,2022-10-08,Fiber,Foolproof Followers
70395,9,0,1Gig,heavy,64,2023-11-30,Fiber,Foolproof Followers
16049,6,0,2Gig,medium,100,2021-09-27,Fiber,Peak Performers
97302,2,0,Copper,heavy,105,2019-11-29,Copper,Foolproof Followers
66998,4,0,1Gig,medium,39,2021-08-07,Fiber,Peak Performers
22786,5,0,1Gig,heavy,111,2025-03-05,Fiber,Peak Performers
40792,1,0,Copper,medium,37,2016-06-25,Copper,Budget Balancers
77289,6,0,1Gig,medium,72,2019-02-27,Fiber,Peak Performers
7367,5,0,1Gig,heavy,33,2018-09-25,Fiber,Foolproof Followers
2292,2,0,1Gig,heavy,1,2016-01-17,Fiber,Budget Balancers
64871,8,0,1Gig,medium,112,2023-04-11,Fiber,Foolproof Followers
66237,4,0,1Gig,medium,77,2017-07-06,Fiber,Settled Simplifiers
27948,9,0,1Gig,medium,85,2023-03-02,Fiber,Peak Performers
38982,9,0,1Gig,heavy,34,2024-06-12,Fiber,Foolproof Followers
35997,2,0,1Gig,medium,60,2018-05-08,Fiber,Budget Balancers
8009,4,0,1Gig,medium,33,2024-10-12,Fiber,Peak Performers
16018,7,0,1Gig,medium,13,2022-04-08,Fiber,Settled Simplifiers
12032,5,0,500mb,light,99,2020-01-06,Fiber,Foolproof Followers
93022,2,0,500mb,medium,27,2019-05-07,Fiber,Budget Balancers
96510,10,0,500mb,heavy,58,2019-07-30,Fiber,Settled Simplifiers
11008,3,0,500mb,light,77,2016-09-27,Fiber,Settled Simplifiers
5214,3,0,1Gig,medium,35,2019-06-04,Fiber,Foolproof Followers
57936,4,0,2Gig,light,9,2021-11-01,Fiber,Settled Simplifiers
92446,8,0,1Gig,heavy,40,2016-09-25,Fiber,Settled Simplifiers
66619,4,0,500mb,light,26,2022-03-05,Fiber,Settled Simplifiers
56390,3,0,1Gig,medium,56,2025-03-10,Fiber,Aspirational Adopters
50334,4,0,500mb,heavy,7,2024-10-28,Fiber,Budget Balancers
19077,8,0,2Gig,light,63,2017-03-23,Fiber,Budget Balancers
4363,6,0,500mb,light,103,2019-03-29,Fiber,Foolproof Followers
44492,3,0,Copper,light,72,2021-02-03,Copper,Settled Simplifiers
14212,8,0,1Gig,heavy,15,2024-03-03,Fiber,Foolproof Followers
44941,4,0,500mb,medium,34,2022-05-18,Fiber,Budget Balancers
49799,2,0,2Gig,medium,37,2017-06-30,Fiber,Settled Simplifiers
85307,7,0,2Gig,medium,97,2023-07-22,Fiber,Settled Simplifiers
25886,6,0,1Gig,medium,94,2017-06-20,Fiber,Foolproof Followers
54131,5,0,1Gig,medium,113,2017-05-08,Fiber,Settled Simplifiers
53326,1,0,1Gig,medium,63,2020-09-29,Fiber,Peak Performers
15884,6,0,Copper,light,53,2024-11-11,Copper,Budget Balancers
56335,3,0,2Gig,medium,109,2016-01-05,Fiber,Foolproof Followers
4797,10,0,500mb,medium,77,2023-01-13,Fiber,Budget Balancers
14173,10,0,1Gig,light,28,2024-10-03,Fiber,Peak Performers
9956,7,0,2Gig,medium,110,2016-05-12,Fiber,Peak Performers
23843,10,0,500mb,light,46,2022-05-07,Fiber,Settled Simplifiers
91045,7,0,500mb,medium,92,2016-07-06,Fiber,Foolproof Followers
38007,8,0,500mb,medium,118,2024-01-04,Fiber,Aspirational Adopters
15759,1,0,Copper,medium,24,2023-11-30,Copper,Settled Simplifiers
10046,3,0,1Gig,light,79,2016-08-02,Fiber,Budget Balancers
41104,8,0,Copper,light,53,2016-08-17,Copper,Peak Performers
387,5,0,2Gig,medium,103,2024-04-02,Fiber,Foolproof Followers
56194,10,0,500mb,medium,104,2018-05-21,Fiber,Settled Simplifiers
11822,1,0,1Gig,light,27,2021-03-22,Fiber,Budget Balancers
75509,8,0,500mb,heavy,113,2021-08-02,Fiber,Budget Balancers
71093,1,0,2Gig,medium,48,2018-10-10,Fiber,Peak Performers
61445,2,0,1Gig,light,48,2023-12-01,Fiber,Budget Balancers
6279,4,0,1Gig,medium,22,2016-04-02,Fiber,Budget Balancers
14095,2,0,1Gig,medium,2,2022-03-02,Fiber,Foolproof Followers
25268,10,0,1Gig,heavy,116,2020-12-23,Fiber,Settled Simplifiers
5032,3,0,Copper,heavy,93,2016-09-30,Copper,Peak Performers
54764,3,0,500mb,medium,12,2016-11-21,Fiber,Peak Performers
63745,9,0,Copper,medium,25,2019-01-20,Copper,Settled Simplifiers
10483,5,0,Copper,light,101,2016-10-02,Copper,Settled Simplifiers
10339,2,0,500mb,heavy,17,2018-01-18,Fiber,Aspirational Adopters
44136,4,0,2Gig,heavy,27,2020-01-15,Fiber,Peak Performers
97117,5,0,1Gig,medium,97,2023-04-30,Fiber,Settled Simplifiers
5968,9,0,500mb,medium,76,2018-08-26,Fiber,Foolproof Followers
155,2,1,500mb,medium,29,2025-02-02,Fiber,Settled Simplifiers
90712,5,0,500mb,medium,106,2024-06-04,Fiber,Peak Performers
36113,4,0,1Gig,medium,18,2022-01-06,Fiber,Budget Balancers
72538,9,0,2Gig,medium,88,2018-05-11,Fiber,Settled Simplifiers
59731,8,0,2Gig,light,34,2022-07-08,Fiber,Settled Simplifiers
16234,2,0,1Gig,medium,17,2023-07-18,Fiber,Settled Simplifiers
51449,5,0,500mb,medium,102,2021-07-09,Fiber,Aspirational Adopters
39484,10,0,1Gig,light,53,2019-02-22,Fiber,Settled Simplifiers
69796,2,0,2Gig,light,64,2020-10-11,Fiber,Settled Simplifiers
32373,8,0,500mb,medium,106,2024-03-04,Fiber,Peak Performers
13336,10,0,500mb,heavy,113,2022-06-23,Fiber,Peak Performers
51773,7,0,500mb,light,80,2020-02-05,Fiber,Settled Simplifiers
71355,1,0,2Gig,medium,29,2022-09-10,Fiber,Peak Performers
8862,8,0,500mb,medium,114,2020-11-08,Fiber,Peak Performers
52724,5,0,1Gig,light,58,2017-06-02,Fiber,Settled Simplifiers
4465,6,0,1Gig,light,108,2018-10-05,Fiber,Settled Simplifiers
69060,8,0,1Gig,light,53,2021-07-19,Fiber,Settled Simplifiers
62739,1,0,1Gig,medium,112,2019-08-16,Fiber,Peak Performers
66797,5,0,1Gig,heavy,53,2020-01-13,Fiber,Budget Balancers
17555,6,0,500mb,heavy,1,2021-12-08,Fiber,Settled Simplifiers
79694,3,1,2Gig,medium,110,2025-03-06,Fiber,Settled Simplifiers
55124,3,0,1Gig,light,56,2017-07-14,Fiber,Aspirational Adopters
87550,7,0,2Gig,medium,54,2017-11-03,Fiber,Foolproof Followers
25890,5,0,1Gig,medium,93,2016-06-06,Fiber,Budget Balancers
7950,1,0,Copper,heavy,30,2019-02-03,Copper,Peak Performers
1813,7,0,1Gig,medium,34,2018-02-12,Fiber,Settled Simplifiers
66603,4,0,1Gig,medium,7,2019-06-07,Fiber,Foolproof Followers
91070,10,0,2Gig,heavy,93,2018-09-05,Fiber,Peak Performers
35682,2,0,1Gig,medium,61,2020-03-17,Fiber,Foolproof Followers
6652,5,0,1Gig,medium,17,2018-12-20,Fiber,Aspirational Adopters
15423,8,0,Copper,light,13,2022-03-03,Copper,Settled Simplifiers
42977,5,0,1Gig,medium,47,2018-07-01,Fiber,Peak Performers
79663,3,0,500mb,heavy,28,2016-03-15,Fiber,Foolproof Followers
61628,10,0,Copper,medium,80,2023-05-16,Copper,Settled Simplifiers
35405,6,0,1Gig,medium,57,2017-09-12,Fiber,Settled Simplifiers
36795,9,0,1Gig,heavy,120,2019-04-18,Fiber,Peak Performers
3084,9,0,500mb,medium,31,2018-09-20,Fiber,Settled Simplifiers
66872,3,0,Copper,medium,116,2022-10-30,Copper,Settled Simplifiers
19641,3,0,1Gig,medium,33,2016-06-10,Fiber,Aspirational Adopters
43727,9,0,500mb,medium,107,2022-06-13,Fiber,Foolproof Followers
95801,4,0,1Gig,heavy,6,2023-06-20,Fiber,Peak Performers
5681,3,0,500mb,medium,58,2018-06-10,Fiber,Peak Performers
55504,9,0,2Gig,heavy,119,2016-03-05,Fiber,Settled Simplifiers
85193,10,0,500mb,medium,54,2020-02-19,Fiber,Foolproof Followers
21235,8,0,500mb,light,35,2024-07-01,Fiber,Settled Simplifiers
46353,10,0,2Gig,medium,118,2023-04-08,Fiber,Peak Performers
75556,9,0,2Gig,medium,110,2017-08-08,Fiber,Aspirational Adopters
28000,2,0,500mb,heavy,46,2025-07-03,Fiber,Peak Performers
34088,1,0,1Gig,medium,74,2023-11-02,Fiber,Peak Performers
64181,10,0,500mb,medium,27,2020-12-11,Fiber,Foolproof Followers
65875,7,0,2Gig,light,96,2018-06-16,Fiber,Foolproof Followers
55944,5,0,1Gig,medium,55,2018-12-23,Fiber,Settled Simplifiers
69568,10,0,500mb,light,72,2020-12-31,Fiber,Foolproof Followers
42600,3,0,1Gig,heavy,39,2022-11-24,Fiber,Peak Performers
75673,4,0,1Gig,heavy,79,2024-12-19,Fiber,Budget Balancers
78126,2,0,1Gig,medium,19,2017-02-01,Fiber,Foolproof Followers
44577,3,0,2Gig,heavy,6,2021-08-13,Fiber,Budget Balancers
16110,10,0,500mb,heavy,18,2022-06-02,Fiber,Settled Simplifiers
72585,6,0,500mb,heavy,74,2016-04-23,Fiber,Foolproof Followers
1246,1,0,1Gig,medium,17,2017-12-20,Fiber,Foolproof Followers
16700,4,0,1Gig,light,18,2017-06-12,Fiber,Foolproof Followers
70270,2,1,2Gig,heavy,6,2019-04-10,Fiber,Foolproof Followers
96789,9,0,500mb,medium,23,2024-02-24,Fiber,Settled Simplifiers
17816,7,0,Copper,medium,56,2024-09-24,Copper,Budget Balancers
11103,2,0,1Gig,light,115,2025-07-11,Fiber,Budget Balancers
67753,2,0,500mb,medium,80,2022-04-14,Fiber,Settled Simplifiers
30860,4,0,2Gig,medium,51,2019-04-08,Fiber,Settled Simplifiers
34196,6,0,2Gig,medium,65,2022-06-15,Fiber,Peak Performers
75143,7,0,1Gig,medium,36,2018-07-18,Fiber,Foolproof Followers
34076,1,1,1Gig,medium,12,2021-06-15,Fiber,Peak Performers
95038,2,0,Copper,light,24,2016-05-05,Copper,Foolproof Followers
48420,2,0,2Gig,heavy,104,2021-02-21,Fiber,Settled Simplifiers
49660,3,0,500mb,medium,42,2025-02-09,Fiber,Foolproof Followers
90193,10,0,1Gig,medium,56,2023-09-23,Fiber,Foolproof Followers
97588,2,0,500mb,heavy,106,2024-12-10,Fiber,Foolproof Followers
89398,9,0,500mb,heavy,37,2021-07-25,Fiber,Peak Performers
32910,9,0,500mb,light,82,2019-02-09,Fiber,Peak Performers
73154,10,1,500mb,medium,43,2019-01-01,Fiber,Foolproof Followers
71030,9,0,500mb,heavy,12,2017-07-19,Fiber,Foolproof Followers
33634,8,0,1Gig,heavy,32,2023-06-22,Fiber,Settled Simplifiers
73384,8,0,Copper,medium,85,2016-05-03,Copper,Peak Performers
3159,2,0,Copper,medium,71,2022-02-14,Copper,Settled Simplifiers
98800,9,0,500mb,heavy,112,2019-01-31,Fiber,Foolproof Followers
65321,4,0,500mb,heavy,37,2019-01-13,Fiber,Foolproof Followers
59753,5,0,1Gig,light,5,2019-03-31,Fiber,Peak Performers
48736,5,0,500mb,light,89,2019-01-06,Fiber,Foolproof Followers
65417,1,0,500mb,heavy,51,2016-05-11,Fiber,Peak Performers
39289,1,0,1Gig,heavy,60,2023-05-27,Fiber,Budget Balancers
63754,10,0,1Gig,light,49,2018-03-22,Fiber,Settled Simplifiers
69652,9,0,500mb,light,114,2021-02-08,Fiber,Budget Balancers
23163,10,0,1Gig,light,68,2016-12-14,Fiber,Peak Performers
60794,4,0,1Gig,medium,91,2016-08-18,Fiber,Settled Simplifiers
6905,2,0,1Gig,medium,112,2025-06-20,Fiber,Settled Simplifiers
26068,3,0,1Gig,light,28,2023-10-29,Fiber,Peak Performers
74774,8,0,500mb,light,3,2024-06-11,Fiber,Foolproof Followers
87998,6,0,1Gig,heavy,107,2018-06-29,Fiber,Peak Performers
16477,3,0,500mb,heavy,106,2024-08-19,Fiber,Foolproof Followers
73057,4,0,500mb,light,6,2021-07-30,Fiber,Settled Simplifiers
80349,5,0,1Gig,medium,45,2022-05-22,Fiber,Aspirational Adopters
73934,1,0,Copper,heavy,2,2023-04-24,Copper,Settled Simplifiers
80101,1,0,1Gig,medium,10,2019-10-23,Fiber,Budget Balancers
75096,7,0,500mb,light,104,2023-01-16,Fiber,Foolproof Followers
51181,1,0,2Gig,light,89,2021-02-05,Fiber,Foolproof Followers
12612,8,0,500mb,light,96,2025-04-22,Fiber,Foolproof Followers
11590,5,0,1Gig,heavy,92,2016-12-02,Fiber,Budget Balancers
30640,1,0,1Gig,light,69,2023-05-26,Fiber,Peak Performers
17727,2,0,1Gig,heavy,2,2024-08-16,Fiber,Settled Simplifiers
88157,4,0,1Gig,medium,107,2017-11-09,Fiber,Aspirational Adopters
47688,1,0,1Gig,medium,113,2022-01-19,Fiber,Peak Performers
3595,1,0,1Gig,medium,55,2017-09-20,Fiber,Settled Simplifiers
63190,2,0,500mb,medium,40,2016-09-29,Fiber,Settled Simplifiers
84721,1,0,1Gig,heavy,11,2021-04-13,Fiber,Budget Balancers
62381,10,0,Copper,medium,43,2025-09-03,Copper,Budget Balancers
39698,3,0,500mb,light,12,2018-04-20,Fiber,Settled Simplifiers
47030,2,0,500mb,light,32,2024-07-06,Fiber,Foolproof Followers
53742,1,0,2Gig,light,72,2020-01-20,Fiber,Aspirational Adopters
90668,1,0,2Gig,medium,76,2018-02-09,Fiber,Settled Simplifiers
83970,9,0,1Gig,medium,27,2025-06-13,Fiber,Settled Simplifiers
92542,7,0,2Gig,medium,76,2018-12-12,Fiber,Budget Balancers
91883,5,0,1Gig,heavy,60,2025-09-09,Fiber,Foolproof Followers
19935,5,0,500mb,heavy,63,2024-05-21,Fiber,Settled Simplifiers
77801,6,0,1Gig,heavy,88,2020-02-09,Fiber,Peak Performers
95733,9,0,500mb,light,96,2025-04-08,Fiber,Foolproof Followers
31972,5,0,Copper,medium,32,2021-12-06,Copper,Peak Performers
60539,6,0,1Gig,medium,96,2025-07-08,Fiber,Foolproof Followers
61474,9,0,Copper,medium,52,2016-11-23,Copper,Aspirational Adopters
48131,3,0,Copper,medium,30,2016-10-05,Copper,Peak Performers
83020,7,0,500mb,light,92,2025-02-26,Fiber,Budget Balancers
57103,3,0,1Gig,heavy,25,2020-04-25,Fiber,Peak Performers
9356,5,0,2Gig,heavy,94,2020-08-26,Fiber,Peak Performers
50992,1,0,1Gig,heavy,119,2024-06-06,Fiber,Peak Performers
52901,8,0,1Gig,medium,14,2019-09-22,Fiber,Aspirational Adopters
13810,6,0,500mb,heavy,61,2025-02-09,Fiber,Aspirational Adopters
9591,4,0,Copper,heavy,49,2021-02-03,Copper,Settled Simplifiers
49204,8,0,2Gig,medium,108,2022-12-10,Fiber,Aspirational Adopters
84340,2,0,500mb,medium,76,2017-12-09,Fiber,Peak Performers
24925,9,0,500mb,medium,72,2021-06-09,Fiber,Settled Simplifiers
24708,7,0,1Gig,heavy,48,2016-07-20,Fiber,Budget Balancers
61238,3,0,500mb,light,49,2021-12-17,Fiber,Peak Performers
51955,2,0,1Gig,medium,54,2017-05-02,Fiber,Settled Simplifiers
66913,4,0,500mb,heavy,74,2016-05-06,Fiber,Settled Simplifiers
56382,5,0,1Gig,medium,93,2020-04-03,Fiber,Budget Balancers
10825,3,0,500mb,medium,79,2019-05-25,Fiber,Settled Simplifiers
27996,2,0,1Gig,medium,80,2018-08-03,Fiber,Peak Performers
41499,4,0,500mb,light,24,2022-05-13,Fiber,Settled Simplifiers
51586,6,0,500mb,heavy,103,2019-07-17,Fiber,Settled Simplifiers
65250,7,0,500mb,light,16,2022-11-19,Fiber,Settled Simplifiers
54879,10,0,2Gig,medium,105,2025-08-22,Fiber,Peak Performers
70865,10,0,500mb,medium,31,2019-10-01,Fiber,Settled Simplifiers
21981,4,0,500mb,light,115,2017-02-28,Fiber,Settled Simplifiers
21429,10,0,2Gig,light,114,2017-06-23,Fiber,Settled Simplifiers
34694,1,0,2Gig,medium,32,2024-01-10,Fiber,Foolproof Followers
1075,3,0,500mb,medium,118,2018-07-30,Fiber,Settled Simplifiers
63170,10,0,1Gig,light,30,2020-08-07,Fiber,Foolproof Followers
94419,3,0,500mb,light,85,2020-11-06,Fiber,Budget Balancers
83518,2,0,Copper,light,45,2025-02-01,Copper,Settled Simplifiers
82332,6,0,2Gig,heavy,91,2023-10-14,Fiber,Budget Balancers
64531,4,0,500mb,heavy,25,2017-11-07,Fiber,Peak Performers
74046,8,0,2Gig,medium,49,2018-08-01,Fiber,Settled Simplifiers
86760,3,0,500mb,medium,56,2021-06-14,Fiber,Foolproof Followers
33951,2,0,1Gig,medium,1,2019-01-14,Fiber,Settled Simplifiers
66976,9,0,500mb,heavy,14,2016-08-16,Fiber,Settled Simplifiers
20271,3,0,500mb,heavy,85,2018-10-27,Fiber,Settled Simplifiers
41536,6,0,1Gig,heavy,44,2016-05-16,Fiber,Settled Simplifiers
37033,4,0,500mb,light,109,2024-04-17,Fiber,Foolproof Followers
44565,5,0,2Gig,medium,36,2020-07-03,Fiber,Foolproof Followers
62658,4,0,2Gig,medium,59,2022-05-26,Fiber,Foolproof Followers
53713,7,0,500mb,medium,96,2023-04-07,Fiber,Settled Simplifiers
87705,4,0,2Gig,light,36,2019-06-06,Fiber,Foolproof Followers
28275,1,0,2Gig,heavy,44,2019-08-19,Fiber,Settled Simplifiers
55952,1,0,Copper,medium,90,2021-05-02,Copper,Settled Simplifiers
93148,8,0,2Gig,light,103,2019-10-27,Fiber,Peak Performers
45078,7,0,500mb,medium,43,2023-02-20,Fiber,Settled Simplifiers
60120,2,0,500mb,light,72,2021-02-05,Fiber,Aspirational Adopters
62618,9,0,500mb,heavy,30,2016-10-25,Fiber,Settled Simplifiers
66741,3,0,500mb,light,75,2025-09-06,Fiber,Peak Performers
93720,2,0,500mb,light,106,2025-07-16,Fiber,Settled Simplifiers
81803,2,0,2Gig,heavy,100,2020-01-02,Fiber,Peak Performers
26165,1,0,1Gig,medium,32,2023-04-03,Fiber,Peak Performers
19887,3,0,500mb,heavy,59,2021-12-18,Fiber,Settled Simplifiers
20363,1,1,500mb,light,29,2023-04-25,Fiber,Peak Performers
10213,3,0,Copper,heavy,95,2021-03-03,Copper,Settled Simplifiers
33147,6,0,500mb,medium,90,2024-09-03,Fiber,Settled Simplifiers
28725,8,0,1Gig,heavy,13,2021-03-23,Fiber,Foolproof Followers
95555,6,0,Copper,medium,102,2016-03-14,Copper,Peak Performers
92890,1,0,1Gig,light,118,2024-12-01,Fiber,Foolproof Followers
40875,5,0,500mb,medium,4,2024-12-30,Fiber,Foolproof Followers
45026,10,0,1Gig,medium,97,2024-07-20,Fiber,Budget Balancers
64648,8,0,2Gig,medium,9,2023-02-22,Fiber,Peak Performers
26403,9,0,Copper,medium,58,2023-09-11,Copper,Peak Performers
66517,10,0,2Gig,medium,32,2016-06-04,Fiber,Foolproof Followers
49252,5,0,500mb,heavy,47,2025-04-20,Fiber,Foolproof Followers
19272,8,0,1Gig,heavy,61,2020-03-17,Fiber,Settled Simplifiers
68399,4,0,1Gig,medium,61,2022-07-18,Fiber,Foolproof Followers
63400,7,0,500mb,light,36,2018-04-13,Fiber,Peak Performers
78991,7,0,Copper,heavy,81,2019-11-11,Copper,Settled Simplifiers
76884,7,0,1Gig,heavy,39,2017-02-12,Fiber,Foolproof Followers
30661,9,1,500mb,medium,45,2021-02-27,Fiber,Foolproof Followers
35768,6,0,Copper,medium,105,2018-11-19,Copper,Foolproof Followers
3568,10,0,2Gig,light,28,2024-04-11,Fiber,Aspirational Adopters
39549,3,0,500mb,medium,83,2017-02-13,Fiber,Foolproof Followers
12986,10,0,1Gig,light,105,2018-01-04,Fiber,Peak Performers
21524,9,0,500mb,heavy,10,2020-07-17,Fiber,Settled Simplifiers
79706,4,0,1Gig,heavy,91,2022-02-12,Fiber,Settled Simplifiers
85579,2,0,500mb,light,13,2018-10-02,Fiber,Peak Performers
70026,10,0,2Gig,medium,45,2016-09-29,Fiber,Budget Balancers
98127,9,0,1Gig,light,86,2021-09-14,Fiber,Foolproof Followers
97101,4,0,2Gig,heavy,46,2023-01-10,Fiber,Settled Simplifiers
28346,4,0,500mb,medium,33,2018-02-04,Fiber,Budget Balancers
52774,10,0,2Gig,medium,90,2025-02-13,Fiber,Budget Balancers
30204,8,0,1Gig,heavy,24,2017-08-02,Fiber,Peak Performers
73287,9,0,Copper,medium,81,2018-09-06,Copper,Foolproof Followers
17060,9,0,Copper,light,14,2023-08-08,Copper,Settled Simplifiers
36504,8,0,Copper,heavy,36,2022-09-02,Copper,Settled Simplifiers
68572,1,0,1Gig,light,22,2022-04-24,Fiber,Settled Simplifiers
25830,1,0,2Gig,medium,57,2019-10-22,Fiber,Foolproof Followers
84209,7,0,2Gig,heavy,80,2017-05-15,Fiber,Foolproof Followers
74110,4,0,1Gig,medium,17,2024-11-15,Fiber,Peak Performers
72440,8,0,500mb,medium,40,2017-11-24,Fiber,Budget Balancers
44153,6,0,500mb,medium,104,2023-12-26,Fiber,Budget Balancers
46944,8,0,500mb,medium,95,2021-12-16,Fiber,Foolproof Followers
66137,9,0,1Gig,light,69,2023-09-28,Fiber,Settled Simplifiers
2159,5,0,2Gig,medium,52,2018-06-11,Fiber,Foolproof Followers
24202,4,0,2Gig,medium,15,2024-08-30,Fiber,Peak Performers
41810,6,0,1Gig,heavy,12,2019-12-25,Fiber,Peak Performers
39804,7,0,1Gig,heavy,44,2024-08-12,Fiber,Settled Simplifiers
83218,6,0,Copper,medium,30,2018-04-15,Copper,Foolproof Followers
67247,1,0,2Gig,medium,54,2016-12-03,Fiber,Settled Simplifiers
95302,1,0,500mb,heavy,6,2022-04-05,Fiber,Budget Balancers
12465,1,0,2Gig,medium,75,2019-07-09,Fiber,Settled Simplifiers
69105,6,0,500mb,heavy,94,2019-10-29,Fiber,Peak Performers
56902,8,0,1Gig,medium,70,2021-08-05,Fiber,Peak Performers
64253,1,0,2Gig,heavy,75,2020-11-27,Fiber,Peak Performers
49625,5,0,1Gig,medium,116,2020-01-31,Fiber,Foolproof Followers
41837,3,0,500mb,medium,47,2016-10-22,Fiber,Foolproof Followers
56728,5,0,500mb,light,70,2024-07-14,Fiber,Settled Simplifiers
13128,2,0,500mb,heavy,67,2024-03-31,Fiber,Settled Simplifiers
51064,6,0,1Gig,medium,58,2025-07-23,Fiber,Aspirational Adopters
40628,10,0,500mb,medium,67,2019-09-21,Fiber,Peak Performers
94077,6,0,2Gig,light,61,2019-04-08,Fiber,Foolproof Followers
7987,10,0,1Gig,medium,14,2021-01-01,Fiber,Settled Simplifiers
56523,3,0,500mb,heavy,21,2018-04-20,Fiber,Settled Simplifiers
62190,10,0,1Gig,medium,40,2021-08-24,Fiber,Settled Simplifiers
38689,6,0,1Gig,light,109,2024-12-13,Fiber,Aspirational Adopters
73964,7,0,500mb,medium,37,2023-05-05,Fiber,Peak Performers
10175,2,1,500mb,light,101,2023-05-28,Fiber,Peak Performers
31896,5,0,500mb,medium,1,2017-05-29,Fiber,Foolproof Followers
55974,2,0,500mb,medium,47,2018-11-21,Fiber,Settled Simplifiers
14463,9,0,2Gig,heavy,29,2024-07-19,Fiber,Settled Simplifiers
5078,7,0,2Gig,medium,87,2022-04-15,Fiber,Peak Performers
67591,4,0,Copper,medium,65,2019-01-16,Copper,Aspirational Adopters
70817,4,0,500mb,medium,71,2018-05-13,Fiber,Foolproof Followers
84017,1,0,500mb,light,118,2020-01-08,Fiber,Peak Performers
40556,2,0,500mb,light,59,2021-11-23,Fiber,Settled Simplifiers
86929,6,0,2Gig,medium,43,2023-06-19,Fiber,Foolproof Followers
3763,8,0,Copper,light,5,2016-05-21,Copper,Settled Simplifiers
14025,5,0,500mb,medium,104,2021-07-27,Fiber,Settled Simplifiers
91336,1,0,1Gig,light,118,2017-08-14,Fiber,Settled Simplifiers
75081,1,0,2Gig,heavy,65,2018-07-26,Fiber,Foolproof Followers
85846,7,0,2Gig,medium,102,2024-10-04,Fiber,Budget Balancers
74615,10,0,1Gig,heavy,43,2024-09-17,Fiber,Settled Simplifiers
4594,8,0,Copper,heavy,55,2024-08-01,Copper,Aspirational Adopters
98787,1,0,1Gig,medium,82,2016-11-16,Fiber,Settled Simplifiers
2954,3,0,500mb,heavy,106,2023-04-17,Fiber,Foolproof Followers
90466,9,0,500mb,medium,35,2021-07-09,Fiber,Settled Simplifiers
25985,9,0,1Gig,medium,41,2019-11-19,Fiber,Peak Performers
31764,4,0,2Gig,medium,41,2016-02-16,Fiber,Settled Simplifiers
15064,3,0,1Gig,medium,95,2018-11-04,Fiber,Peak Performers
8550,10,0,1Gig,medium,3,2016-06-22,Fiber,Budget Balancers
